_name_,_date_,_ageGroup_,_sex_,_userCategory_,_loyality_,_conditionInfo_,_Satisfaction_,_Effectiveness_,_EaseofUse_,_helpful_,_comment_
c_jernigan,4/21/2008 11:26,(35-44),Male,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,1,3,5,18,"My initial response to Adderall XR was great - it changed my life  but then ... and there is always a ""but"" in life - the effects began to wear off and then I think that Adderall began muting my endocrine system.  In a nutshell - it significantly reduced my level of perceived anxiety. I didn't realize it  but I was probably living with a ""4"" on a 1 - 10 scale for general anxiety.  Adderall brought me down to a 1 or 2.  I think that basically after a month or two my adrenaline and other things were basically either all used up  or the receptor sites were burned out.  Basically there was no ""fire"" because all of the fuel had been burned up.  Also  I think that I had some mild depression creeping in - I became somewhat unmotivated  and really didn't want to do much physically.

After about 1 year my libido dropped like a rock  my testicles felt as if they had shrunken to 1/2 their normal size.  My body temperature was always low - it was routinely in the mid 96 to low 97 range.  I had no physical strength nor endurance - where I had been previously in good shape and could crank out 25 pushups at any given time  I could only manage 20 or so ""girl"" pushups (supported by knees) after which time I was exhausted.  After working out  I didn't feel as if I was gaining any benefit or very minor benefit  almost as if I was having a muted recovery.  

After initially becoming more organized I began slipping back  then I was maybe only 25% of my initial organization. 

I have stopped taking XR on a daily basis and have begun taking it only ""as needed"" - what my doctor doesn't know will not hurt him.  I think that something needs to be recharged - I am now an advocate of ""drug holidays""  every other day usage  or simply ""as needed"" be that at work  or home. 

I never found myself feeling mentally addicted - but I did have brain fog for a couple of days when stepping down.

I was on 30mg/day Adderall XR - 40yo male - ~18 months."
,4/16/2008 19:26,(19-24),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,5,5,5,32,I have been taking the XR 20mg a day for about 6 months now and it has completely changed my life. You would have never known I had an attention problem because I was a very active teenager.  I was involved in sports  many extracuricular activities and worked since I was 16 so my mind was constantly focused on something different.  It became a problem after becoming a single mom.  I couldn't organize any thought.  If there was too much going on I couldn't focus to organize it.  I didn't pay bills  I took extreme chances  and even forgot I was a mom sometimes.  After finally confessing to my mother how i felt she suggested talking to my PCP.  He gave me the 20mg XR 6 months ago and now I feel as though I am actually living my life.  I have since fixed my finances  gotten promoted at work  and enjoy my time with my daughter so much more.  I would suggest this treament to anyone as long as their Dr. agrees.  Use caution when taking this it can be very addicting  and should not for children that have no gone through puberty.  i have lost 30 pounds since start because of the lack of appetite and amount of exercise i do.  I also have about two nights a week that i have trouble falling asleep.  over all I thank myself every day for being able to communicate how I felt.  I am finally the person I always wanted to be and never thought could be.
,4/16/2008 15:37,(45-54),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,1,1,2,11,this drug causes extreme depression after extended use. i believe this drug should be taken OFF the market and reevaluated. this drug can cause thoughts of suicide  eratic behavior  mood swings  bouts of hysteria and overall should be in a class of its own for ONLY the severely mentally ill that need institutionalizing! the fact that CHILDREN are taking this drug is HORRIFIC and is going to end up doing more damage then good in the longrun. i truly believe that this is one of our biggest problems in America today....adults and worse yet CHILDREN AND TEENAGERS running around 0n legal meth!!!! get rid of this drug  and more importantly the thought process that people need this to pay attention.
calcal,4/16/2008 15:33,(25-34),Female,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,1,3,3,16,I loved being on adderall. But after heart palipitations I decided to stop - feeling additionally like I was becoming addicted. I suffered from complete drug induced psychosis that was misdiagnosed as bi-polar and caused me to have a total break down. DO NOT TAKE THIS DRUG it is dangerous! Do not stop taking adderal cold turkey either it also causes bad things to happen!
JennF,4/13/2008 21:43,(25-34),Female,None,None,Recurring Sleep Episodes During the Day,4,4,5,11,I have narcolepsy cataplexy and sev. day time sleep disorder and I have done the 200mg Provigil and was up to 50mg 2/day of rittalin and nothing has helped. Now im on 30 mg of addarall 2/day and for now it seems to be helping. Although I have not experienced any of the good side effects.
,4/8/2008 23:33,(7-12),,Caregiver,1 to 6 months,Attention Deficit Disorder with Hyperactivity,1,2,2,3,my daughter been on this med for 3months and she still having  a very hard time in school also at th e beginning it hurt her belly...
,4/2/2008 20:59,(25-34),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,3,5,5,31,I have been on Adderall for 3 years now.  Its been a miracle for my school and work life.  However  this drug is addicting and can easily be abused.  It has really helped me but I worry about my dependence on it and the effects it may be having on my heart in the long run.  Using this drug takes a lot of self discipline but if you can be responsible with it it can truly help the quality of your life.  I have suffered with Attention Deficit problems my entire life and once I was diagnosed as an adult and I started taking this drug I finally felt like I was a normal functioning human being.  I am not a space cadet anymore  I can finish tasks  ext...  I recommend this drug but with caution.
Jonathan,4/2/2008 20:02,(35-44),Male,Patient,less than 1 month,Attention Deficit Disorder with Hyperactivity,4,4,4,10,"I recently learned that I have ADD at age 36 and my doctor put me on 20mg of Adderall XR and I noticed that I get tired around 3pm.  It's difficult for me to sleep sound (taking 1 mg of Ativan at bedtime)  so I'm not sure about taking another dose.  I'll be increasing to 30mg in 1 week  but will that help my afternoon crash?  Also  is there anything out there that can help me sleep better?
Overall  I'm super stoked on Adderall...It's been the only thing that has helped me concentrate (I'm reading books like I just discovered how to read)..."
Ben,4/1/2008 21:31,(19-24),Male,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,25,Started taking Adderall 5 years ago and it has worked incredibly well. I set the alarm for an hour before I need to be up and when the alarm goes off  I wake up just long enough to swallow the pill with a bunch of water then I go back to sleep. Without fail  I wake up almost exactly an hour later feeling awake and energetic. The energy continues throughout the day and wears off in time for me to fall asleep easily. Until the early evening I have very little appetite but if I decide I have to eat  it's not difficult and generally my appetite returns a bit once i start eating. I feel totally able to pay attention to my work  writing papers  reading textbooks  focusing in lectures which was impossible before Adderall or when I miss a dose. I took Ritalin for several months before switching to Adderall with no effect at all.
,3/29/2008 13:28,(13-18),Male,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,2,3,3,7,The side effects have been fairly harsh for me. My mouth is incredibly dry  my appetite is nearly non-existent  I am not as interested in things as I usually am (depression)  I don't feel like being very social and talking to people  and it takes around 2 hours for me to fall asleep if conditions are not entirely favorable.
Jason,3/21/2008 19:02,(19-24),Male,Patient,less than 1 month,Attention Deficit Disorder with Hyperactivity,2,4,5,5,I needed this to help get me through exams. It helped alright. It helped me pull al-nights without feeling tired the next morning. I could work through the whole night in fact. However  it took a full 24 hours to get out of my system. Until then. no matter how badly my system craved sleep  I didn't feel tired and could not fall asleep. I felt really miserable. Without it  I wouldnt have dont well on my exams. But I would never take this unless I had to. It makes you feel funny. puts pressure on your head  and makes you stay awake. Overall  not fun to be on. A better schedule works much better. (I was on 20mg non xr).
,3/16/2008 12:41,(25-34),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,3,4,5,8,I am 26 yeras old and have been on stimulant medication since the age of 4 for ADHD. I switched to the oral 20mg tablet Adderall when I was 18. Overall  it has been very effective. However  the side effects as of late have been interfering with my job. 2 hours after taking the medication with food  I begin to hot flash and sweat a lot. I drink massive amounts of water to counter this  but then am left with having to urinate constantly. I also experience bad cotton mouth.
